"Datum;""Von"";""bis"";""MW"";""Onshore MW"";""Offshore MW"";",,,
01.01.2024;00:00;00:15;8886,97;8085,7;801,27;
01.01.2024;00:15;00:30;8696,97;7967,58;729,39;
01.01.2024;00:30;00:45;8643,26;8031,2;612,07;
01.01.2024;00:45;01:00;8728,96;8208,25;520,71;
01.01.2024;01:00;01:15;8651,8;8150,66;501,15;
01.01.2024;01:15;01:30;8730,54;8302,05;428,5;
01.01.2024;01:30;01:45;8430,13;8080,73;349,4;
01.01.2024;01:45;02:00;8518,76;8187,31;331,45;
01.01.2024;02:00;02:15;8458,58;8072,07;386,51;
01.01.2024;02:15;02:30;8507,65;8124,66;382,99;
01.01.2024;02:30;02:45;8707,32;8362,89;344,44;
01.01.2024;02:45;03:00;8732,33;8413,36;318,96;
01.01.2024;03:00;03:15;8610,68;8301,44;309,24;
01.01.2024;03:15;03:30;8427,32;8137,62;289,7;
01.01.2024;03:30;03:45;8328,41;8027,11;301,3;
01.01.2024;03:45;04:00;8317,47;7988,6;328,87;
01.01.2024;04:00;04:15;8433,3;8094,44;338,85;
01.01.2024;04:15;04:30;8534,83;8217,78;317,06;
01.01.2024;04:30;04:45;8475,58;8143,5;332,08;
01.01.2024;04:45;05:00;8258,04;7933,1;324,94;
01.01.2024;05:00;05:15;8093,69;7773,03;320,66;
01.01.2024;05:15;05:30;7942,24;7645,1;297,14;
01.01.2024;05:30;05:45;7733,22;7463,3;269,91;
01.01.2024;05:45;06:00;7697,67;7411,57;286,09;
01.01.2024;06:00;06:15;7807,48;7530,99;276,5;
01.01.2024;06:15;06:30;7627,06;7326,02;301,04;
01.01.2024;06:30;06:45;7392,46;7126,5;265,96;
01.01.2024;06:45;07:00;7386,3;7125,3;261,01;
01.01.2024;07:00;07:15;7451,58;7174,54;277,04;
01.01.2024;07:15;07:30;7444,28;7179,97;264,31;
01.01.2024;07:30;07:45;7510,41;7265,23;245,18;
01.01.2024;07:45;08:00;7608,87;7401,04;207,84;
01.01.2024;08:00;08:15;7914,54;7700,82;213,73;
01.01.2024;08:15;08:30;7897,99;7731,04;166,95;
01.01.2024;08:30;08:45;7986,17;7847,3;138,87;
01.01.2024;08:45;09:00;8032,4;7897,92;134,49;
01.01.2024;09:00;09:15;8001,49;7877,46;124,03;
01.01.2024;09:15;09:30;8055,84;7940,52;115,32;
01.01.2024;09:30;09:45;8070,87;7942,48;128,39;
01.01.2024;09:45;10:00;8039,4;7914,38;125,02;
01.01.2024;10:00;10:15;7949,88;7817,31;132,57;
01.01.2024;10:15;10:30;7952,27;7825,66;126,61;
01.01.2024;10:30;10:45;7975,3;7842,72;132,58;
01.01.2024;10:45;11:00;7866,42;7734,21;132,21;
01.01.2024;11:00;11:15;7589,06;7467,32;121,75;
01.01.2024;11:15;11:30;7694,01;7583;111;,,
01.01.2024;11:30;11:45;7747,79;7624,31;123,49;
01.01.2024;11:45;12:00;7738,65;7624,63;114,02;
01.01.2024;12:00;12:15;7723,14;7626,39;96,75;
01.01.2024;12:15;12:30;7513,36;7410,33;103,03;
01.01.2024;12:30;12:45;7603,48;7482,26;121,22;
01.01.2024;12:45;13:00;7828,56;7699,32;129,24;
01.01.2024;13:00;13:15;7776,14;7657,21;118,93;
01.01.2024;13:15;13:30;7493,29;7398,61;94,68;
01.01.2024;13:30;13:45;7464,18;7379,8;84,38;
01.01.2024;13:45;14:00;7478,98;7407,12;71,85;
01.01.2024;14:00;14:15;7327,74;7257,99;69,75;
01.01.2024;14:15;14:30;7271,06;7204,92;66,13;
01.01.2024;14:30;14:45;7231,51;7144,73;86,77;
01.01.2024;14:45;15:00;7286,74;7182,19;104,56;
01.01.2024;15:00;15:15;7248,55;7147,15;101,4;
01.01.2024;15:15;15:30;7351,25;7231,55;119,7;
01.01.2024;15:30;15:45;7205,23;7100,62;104,61;
01.01.2024;15:45;16:00;6981,11;6876,83;104,28;
01.01.2024;16:00;16:15;6873,29;6769,57;103,72;
01.01.2024;16:15;16:30;7011,61;6912,65;98,96;
01.01.2024;16:30;16:45;7205,95;7083,8;122,16;
01.01.2024;16:45;17:00;7363,79;7239,64;124,15;
01.01.2024;17:00;17:15;7574,73;7440,86;133,87;
01.01.2024;17:15;17:30;7658,51;7521,4;137,11;
01.01.2024;17:30;17:45;7704,27;7559,74;144,53;
01.01.2024;17:45;18:00;7759,02;7629,98;129,04;
