"Datum;""Von"";""bis"";""MW"";""Onshore MW"";""Offshore MW"";",,,
01.01.2019;00:00;00:15;8411,88;7388,09;1023,8;
01.01.2019;00:15;00:30;8706,55;7681,84;1024,71;
01.01.2019;00:30;00:45;9039,14;8024,5;1014,64;
01.01.2019;00:45;01:00;9232,16;8215,29;1016,87;
01.01.2019;01:00;01:15;9334,08;8318,35;1015,73;
01.01.2019;01:15;01:30;9520,97;8505,36;1015,6;
01.01.2019;01:30;01:45;9795,3;8779;1016,29;,
01.01.2019;01:45;02:00;10032,65;9020,33;1012,33;
01.01.2019;02:00;02:15;10215,54;9431,07;784,47;
01.01.2019;02:15;02:30;10027,72;9410,51;617,21;
01.01.2019;02:30;02:45;9782,76;9166,5;616,26;
01.01.2019;02:45;03:00;9839,53;9219,3;620,23;
01.01.2019;03:00;03:15;10061,01;9455,86;605,15;
01.01.2019;03:15;03:30;10335,67;9709,86;625,81;
01.01.2019;03:30;03:45;10429,74;9810,36;619,37;
01.01.2019;03:45;04:00;10438,33;9827,02;611,31;
01.01.2019;04:00;04:15;10581,69;10091,37;490,32;
01.01.2019;04:15;04:30;10878,68;10347,39;531,29;
01.01.2019;04:30;04:45;11027,29;10542,33;484,97;
01.01.2019;04:45;05:00;11153,27;10684,06;469,21;
01.01.2019;05:00;05:15;11399,58;11057,36;342,22;
01.01.2019;05:15;05:30;11590,87;11260;330,87;,
01.01.2019;05:30;05:45;11717,69;11386,69;331;,
01.01.2019;05:45;06:00;11832,96;11501,92;331,03;
01.01.2019;06:00;06:15;12128,36;11797,39;330,97;
01.01.2019;06:15;06:30;12506,08;12158,9;347,18;
01.01.2019;06:30;06:45;12676,49;12328,96;347,54;
01.01.2019;06:45;07:00;12732,94;12401,45;331,49;
01.01.2019;07:00;07:15;12769,53;12438,46;331,07;
01.01.2019;07:15;07:30;12871,97;12479,25;392,72;
01.01.2019;07:30;07:45;12877,46;12496,43;381,02;
01.01.2019;07:45;08:00;12959,87;12496,81;463,07;
01.01.2019;08:00;08:15;13142,23;12626,37;515,85;
01.01.2019;08:15;08:30;13201,06;12680,13;520,93;
01.01.2019;08:30;08:45;13366,75;12770,75;596;,
01.01.2019;08:45;09:00;13542,81;12930,44;612,37;
01.01.2019;09:00;09:15;13615,26;13003,36;611,9;
01.01.2019;09:15;09:30;13785,17;13173,9;611,27;
01.01.2019;09:30;09:45;13733,06;13122,16;610,9;
01.01.2019;09:45;10:00;13681,34;13071,57;609,77;
01.01.2019;10:00;10:15;13669,39;13065,34;604,05;
01.01.2019;10:15;10:30;13712,78;13115,37;597,41;
01.01.2019;10:30;10:45;13709,85;13120,42;589,43;
01.01.2019;10:45;11:00;13616,67;13026,47;590,2;
01.01.2019;11:00;11:15;13902,3;13104,24;798,06;
01.01.2019;11:15;11:30;14169,14;13242,07;927,07;
01.01.2019;11:30;11:45;14378,68;13475,22;903,46;
01.01.2019;11:45;12:00;14647,2;13758,02;889,18;
01.01.2019;12:00;12:15;14755,28;13860,46;894,83;
01.01.2019;12:15;12:30;14741,05;13833,96;907,09;
01.01.2019;12:30;12:45;14742,8;13812,57;930,23;
01.01.2019;12:45;13:00;14778,16;13823,58;954,58;
01.01.2019;13:00;13:15;14906,28;13937,86;968,42;
01.01.2019;13:15;13:30;14878,09;13900,69;977,4;
01.01.2019;13:30;13:45;14923,25;13942,63;980,62;
01.01.2019;13:45;14:00;15144,19;14155,46;988,73;
01.01.2019;14:00;14:15;15077,98;14091,24;986,74;
01.01.2019;14:15;14:30;14979,44;14018,85;960,59;
01.01.2019;14:30;14:45;15067;14120,56;946,44;,
01.01.2019;14:45;15:00;14909,28;13978,4;930,88;
01.01.2019;15:00;15:15;14863,3;13929,05;934,25;
01.01.2019;15:15;15:30;14899,21;13936,1;963,12;
01.01.2019;15:30;15:45;14922,91;14054,58;868,33;
01.01.2019;15:45;16:00;15192,63;14301,75;890,88;
01.01.2019;16:00;16:15;15364,59;14562,67;801,92;
01.01.2019;16:15;16:30;15334,92;14397,64;937,29;
01.01.2019;16:30;16:45;15096,28;14113,79;982,49;
01.01.2019;16:45;17:00;15072,14;14079,83;992,31;
01.01.2019;17:00;17:15;15257,33;14260,7;996,62;
01.01.2019;17:15;17:30;15437,33;14436,52;1000,81;
01.01.2019;17:30;17:45;15445,77;14447,33;998,44;
01.01.2019;17:45;18:00;15424,08;14432,54;991,53;
01.01.2019;18:00;18:15;15458,52;14470,21;988,31;
01.01.2019;18:15;18:30;15464,39;14495,07;969,32;
01.01.2019;18:30;18:45;15623,14;14638,12;985,02;
01.01.2019;18:45;19:00;15745,44;14750,04;995,4;
01.01.2019;19:00;19:15;15883,68;14909,28;974,4;
01.01.2019;19:15;19:30;15690,46;14714,52;975,94;
01.01.2019;19:30;19:45;15829,88;14853,86;976,02;
01.01.2019;19:45;20:00;15777,02;14806,97;970,05;
01.01.2019;20:00;20:15;15730,68;14758,76;971,92;
01.01.2019;20:15;20:30;15720,62;14747,79;972,83;
01.01.2019;20:30;20:45;15697,79;14718,19;979,6;
01.01.2019;20:45;21:00;15663,81;14799,05;864,76;
01.01.2019;21:00;21:15;15663;15053,42;609,59;,
01.01.2019;21:15;21:30;15538,38;14924,32;614,06;
01.01.2019;21:30;21:45;15326,04;14711,13;614,91;
01.01.2019;21:45;22:00;15273,99;14664,22;609,77;
01.01.2019;22:00;22:15;15123,25;14514,55;608,7;
01.01.2019;22:15;22:30;15055,58;14447,02;608,56;
01.01.2019;22:30;22:45;14926,46;14317,98;608,47;
01.01.2019;22:45;23:00;14912,52;14304,69;607,83;
01.01.2019;23:00;23:15;14824,84;14218,17;606,67;
01.01.2019;23:15;23:30;14662,38;14053,42;608,96;
01.01.2019;23:30;23:45;14507,66;13901,16;606,5;
01.01.2019;23:45;00:00;14487,35;13880,52;606,83;
02.01.2019;00:00;00:15;14330,92;13803,86;527,06;
02.01.2019;00:15;00:30;14200,09;13679,12;520,97;
02.01.2019;00:30;00:45;14006,63;13485,53;521,1;
02.01.2019;00:45;01:00;13692,59;13172,62;519,97;
02.01.2019;01:00;01:15;13616,62;13167,08;449,54;
02.01.2019;01:15;01:30;13601,03;13270,2;330,83;
02.01.2019;01:30;01:45;13581,49;13250,56;330,93;
02.01.2019;01:45;02:00;13431,73;13101,39;330,33;
02.01.2019;02:00;02:15;13125,04;12794,38;330,67;
02.01.2019;02:15;02:30;13111,03;12815,37;295,67;
02.01.2019;02:30;02:45;12967,04;12748,02;219,03;
02.01.2019;02:45;03:00;12701,17;12530,13;171,04;
02.01.2019;03:00;03:15;12336,81;12111,32;225,49;
02.01.2019;03:15;03:30;12338,55;12018,77;319,78;
02.01.2019;03:30;03:45;12582,14;12260,87;321,27;
02.01.2019;03:45;04:00;12526,66;12204,53;322,13;
02.01.2019;04:00;04:15;12684,76;12364,28;320,48;
02.01.2019;04:15;04:30;12924,1;12607,58;316,53;
02.01.2019;04:30;04:45;13045,67;12739,29;306,38;
02.01.2019;04:45;05:00;13005,87;12681,58;324,29;
02.01.2019;05:00;05:15;12991,2;12661,77;329,43;
02.01.2019;05:15;05:30;13127,04;12796,98;330,07;
02.01.2019;05:30;05:45;13264,8;12878,26;386,54;
02.01.2019;05:45;06:00;13385;12840,37;544,63;,
02.01.2019;06:00;06:15;13525,25;12773,88;751,37;
02.01.2019;06:15;06:30;13695,24;12732,89;962,35;
02.01.2019;06:30;06:45;14026,7;13055,38;971,33;
02.01.2019;06:45;07:00;14248,05;13274,06;973,99;
02.01.2019;07:00;07:15;14222,55;13232,22;990,34;
02.01.2019;07:15;07:30;14165,53;13157,3;1008,23;
02.01.2019;07:30;07:45;14128,54;13116,15;1012,39;
02.01.2019;07:45;08:00;13930;12915,14;1014,87;,
02.01.2019;08:00;08:15;13902,59;12887,85;1014,73;
02.01.2019;08:15;08:30;13936,81;12922,07;1014,73;
02.01.2019;08:30;08:45;13934,02;12922,09;1011,93;
02.01.2019;08:45;09:00;13935,68;12920,92;1014,77;
02.01.2019;09:00;09:15;13894,14;12879,04;1015,1;
02.01.2019;09:15;09:30;14003,11;12987,28;1015,83;
02.01.2019;09:30;09:45;13911,26;12896,93;1014,33;
02.01.2019;09:45;10:00;13899,97;12884,57;1015,4;
02.01.2019;10:00;10:15;13944,04;12929,48;1014,56;
02.01.2019;10:15;10:30;13925,71;12910,35;1015,37;
02.01.2019;10:30;10:45;13792,69;12777,39;1015,3;
02.01.2019;10:45;11:00;13584,18;12569,32;1014,86;
02.01.2019;11:00;11:15;13719,81;12704,97;1014,84;
02.01.2019;11:15;11:30;13922,28;12907,31;1014,97;
02.01.2019;11:30;11:45;13955,91;12943,11;1012,79;
02.01.2019;11:45;12:00;13823,55;12807,49;1016,07;
02.01.2019;12:00;12:15;13810,36;12796,38;1013,97;
02.01.2019;12:15;12:30;13709,58;12696,21;1013,37;
02.01.2019;12:30;12:45;13761,04;12747,87;1013,17;
02.01.2019;12:45;13:00;13565,8;12552,47;1013,33;
02.01.2019;13:00;13:15;13497,39;12486,52;1010,87;
02.01.2019;13:15;13:30;13389,46;12379,68;1009,78;
02.01.2019;13:30;13:45;13371,46;12364,63;1006,82;
02.01.2019;13:45;14:00;13137,59;12129,32;1008,27;
02.01.2019;14:00;14:15;12988,1;11978,28;1009,82;
02.01.2019;14:15;14:30;13014,11;12000,64;1013,47;
02.01.2019;14:30;14:45;12985,59;11972,86;1012,73;
02.01.2019;14:45;15:00;12957,34;11943,97;1013,37;
02.01.2019;15:00;15:15;12661,48;11648,12;1013,37;
02.01.2019;15:15;15:30;12473,52;11460,25;1013,27;
02.01.2019;15:30;15:45;12432,66;11421,86;1010,8;
02.01.2019;15:45;16:00;12262,12;11254,19;1007,93;
02.01.2019;16:00;16:15;12147,75;11134,42;1013,33;
02.01.2019;16:15;16:30;11940,95;10928,21;1012,73;
02.01.2019;16:30;16:45;11986,9;10976,64;1010,27;
02.01.2019;16:45;17:00;12084,37;11070,2;1014,17;
02.01.2019;17:00;17:15;12070,02;11057,65;1012,36;
02.01.2019;17:15;17:30;11904,85;10891,91;1012,94;
02.01.2019;17:30;17:45;11739,5;10729,34;1010,16;
02.01.2019;17:45;18:00;11677,31;10663,71;1013,6;
02.01.2019;18:00;18:15;11472,26;10463,23;1009,04;
02.01.2019;18:15;18:30;11237,77;10229,43;1008,34;
02.01.2019;18:30;18:45;10934,34;9929,87;1004,47;
02.01.2019;18:45;19:00;10750,93;9742,37;1008,56;
02.01.2019;19:00;19:15;10627,49;9618,79;1008,7;
02.01.2019;19:15;19:30;10516,14;9507,9;1008,24;
02.01.2019;19:30;19:45;10145;9136,57;1008,43;,
02.01.2019;19:45;20:00;10092,29;9080,76;1011,53;
02.01.2019;20:00;20:15;9943,69;8931,72;1011,97;
02.01.2019;20:15;20:30;9829,19;8815,92;1013,26;
02.01.2019;20:30;20:45;9651,49;8639,45;1012,04;
02.01.2019;20:45;21:00;9529,9;8525,13;1004,77;
02.01.2019;21:00;21:15;9389,46;8381,42;1008,04;
02.01.2019;21:15;21:30;9160,35;8149,26;1011,09;
02.01.2019;21:30;21:45;8982,77;7972,32;1010,45;
02.01.2019;21:45;22:00;8976,51;7970,49;1006,02;
02.01.2019;22:00;22:15;8946,12;7939,45;1006,67;
02.01.2019;22:15;22:30;8741,29;7734,55;1006,74;
02.01.2019;22:30;22:45;8629,91;7638,83;991,08;
02.01.2019;22:45;23:00;8503,8;7558,13;945,67;
02.01.2019;23:00;23:15;8335,33;7430,12;905,2;
02.01.2019;23:15;23:30;8222,6;7291,77;930,83;
02.01.2019;23:30;23:45;8219,53;7299,92;919,61;
02.01.2019;23:45;00:00;8178,48;7298,06;880,42;
03.01.2019;00:00;00:15;8115,91;7256,11;859,79;
03.01.2019;00:15;00:30;7979,82;7117,16;862,66;
03.01.2019;00:30;00:45;7847,16;6992,08;855,07;
03.01.2019;00:45;01:00;7714,42;6846,44;867,97;
03.01.2019;01:00;01:15;7741,53;6840,15;901,38;
03.01.2019;01:15;01:30;7729,07;6838,87;890,2;
03.01.2019;01:30;01:45;7645,83;6729,97;915,86;
03.01.2019;01:45;02:00;7558,06;6598,14;959,92;
