"Datum;""Von"";""bis"";""MW"";""Onshore MW"";""Offshore MW"";",,,
01.01.2018;00:00;00:15;10230,69;10043,92;186,77;
01.01.2018;00:15;00:30;10400,43;10196,45;203,98;
01.01.2018;00:30;00:45;10393,02;10195,27;197,75;
01.01.2018;00:45;01:00;10556,7;10366,79;189,91;
01.01.2018;01:00;01:15;10620,15;10459,01;161,13;
01.01.2018;01:15;01:30;10593,23;10469,43;123,8;
01.01.2018;01:30;01:45;10723,78;10617,85;105,93;
01.01.2018;01:45;02:00;11119,73;11002,35;117,39;
01.01.2018;02:00;02:15;11162,36;11044,05;118,31;
01.01.2018;02:15;02:30;10803,65;10695,82;107,83;
01.01.2018;02:30;02:45;10574,42;10452,14;122,28;
01.01.2018;02:45;03:00;10377,08;10255,03;122,05;
01.01.2018;03:00;03:15;10478,54;10352,41;126,13;
01.01.2018;03:15;03:30;10643,94;10476,44;167,5;
01.01.2018;03:30;03:45;10626,71;10444,18;182,53;
01.01.2018;03:45;04:00;10635,91;10426,76;209,15;
01.01.2018;04:00;04:15;10690,32;10438,78;251,55;
01.01.2018;04:15;04:30;10780,74;10543,15;237,58;
01.01.2018;04:30;04:45;10811,85;10575,05;236,8;
01.01.2018;04:45;05:00;10901,16;10632,24;268,93;
01.01.2018;05:00;05:15;11116,66;10807,2;309,46;
01.01.2018;05:15;05:30;11069,45;10745,35;324,09;
01.01.2018;05:30;05:45;10769,7;10443,27;326,43;
01.01.2018;05:45;06:00;10773,94;10447,35;326,6;
01.01.2018;06:00;06:15;10743,84;10416,44;327,4;
01.01.2018;06:15;06:30;10461,35;10134,85;326,5;
01.01.2018;06:30;06:45;10365,1;10038,47;326,63;
01.01.2018;06:45;07:00;10531,02;10204,98;326,04;
01.01.2018;07:00;07:15;10519,15;10192,15;327;,
01.01.2018;07:15;07:30;10807,48;10479,91;327,57;
01.01.2018;07:30;07:45;10992,06;10664,66;327,4;
01.01.2018;07:45;08:00;10830,39;10505,79;324,6;
01.01.2018;08:00;08:15;11030,8;10704,9;325,9;
01.01.2018;08:15;08:30;11405,13;11078,4;326,73;
01.01.2018;08:30;08:45;11426,79;11099,16;327,63;
01.01.2018;08:45;09:00;11523,11;11195,77;327,33;
01.01.2018;09:00;09:15;11419,7;11092,64;327,07;
01.01.2018;09:15;09:30;11682,33;11355,37;326,97;
01.01.2018;09:30;09:45;11838,56;11511,29;327,27;
01.01.2018;09:45;10:00;11912,62;11585,99;326,63;
01.01.2018;10:00;10:15;11971,06;11644,39;326,67;
01.01.2018;10:15;10:30;12211,04;11883,77;327,27;
01.01.2018;10:30;10:45;12415,01;12087,94;327,07;
01.01.2018;10:45;11:00;12354,44;12027,01;327,43;
01.01.2018;11:00;11:15;12342,81;12015,51;327,3;
01.01.2018;11:15;11:30;12413,22;12086,15;327,07;
01.01.2018;11:30;11:45;12455,91;12128,54;327,37;
01.01.2018;11:45;12:00;12389,5;12061,83;327,67;
01.01.2018;12:00;12:15;12250,42;11922,85;327,57;
01.01.2018;12:15;12:30;12285,88;11958,68;327,2;
01.01.2018;12:30;12:45;12384,59;12057,52;327,07;
01.01.2018;12:45;13:00;12162,6;11835,6;327;,
01.01.2018;13:00;13:15;11957,8;11630,73;327,07;
01.01.2018;13:15;13:30;11384,66;11057,66;327;,
01.01.2018;13:30;13:45;11002,69;10675,69;327;,
01.01.2018;13:45;14:00;10549,57;10222,44;327,13;
01.01.2018;14:00;14:15;10309,57;9982,5;327,07;
01.01.2018;14:15;14:30;10087,35;9760,35;327;,
01.01.2018;14:30;14:45;9638,09;9311,09;327;,
01.01.2018;14:45;15:00;9394,74;9067,74;327;,
01.01.2018;15:00;15:15;8908,08;8581,08;327;,
01.01.2018;15:15;15:30;8750,5;8423,57;326,93;
01.01.2018;15:30;15:45;8508,76;8181,83;326,93;
01.01.2018;15:45;16:00;8041,49;7714,49;327;,
01.01.2018;16:00;16:15;7705,9;7379,23;326,67;
01.01.2018;16:15;16:30;7531,89;7204,96;326,93;
01.01.2018;16:30;16:45;7290,5;6963,44;327,07;
01.01.2018;16:45;17:00;7032,82;6705,62;327,2;
01.01.2018;17:00;17:15;6916,41;6589,41;327;,
01.01.2018;17:15;17:30;6887,1;6560,03;327,07;
01.01.2018;17:30;17:45;6653,11;6326,04;327,07;
01.01.2018;17:45;18:00;6391,05;6064,11;326,93;
01.01.2018;18:00;18:15;6273,48;5946,55;326,93;
01.01.2018;18:15;18:30;6474,5;6147,5;327;,
01.01.2018;18:30;18:45;6485,27;6158,27;327;,
01.01.2018;18:45;19:00;6412,55;6085,62;326,93;
01.01.2018;19:00;19:15;6472,77;6145,77;327;,
01.01.2018;19:15;19:30;6481,22;6154,35;326,87;
01.01.2018;19:30;19:45;6508,86;6181,9;326,97;
01.01.2018;19:45;20:00;6514,72;6187,69;327,03;
01.01.2018;20:00;20:15;6267,39;5940,76;326,64;
01.01.2018;20:15;20:30;6218,83;5893,96;324,87;
01.01.2018;20:30;20:45;6352,77;6026,74;326,03;
01.01.2018;20:45;21:00;6273,32;5946,81;326,5;
01.01.2018;21:00;21:15;6233,99;5908,72;325,26;
01.01.2018;21:15;21:30;6265,09;5939,59;325,5;
01.01.2018;21:30;21:45;6313,48;5990,28;323,2;
01.01.2018;21:45;22:00;6361,71;6038,17;323,54;
01.01.2018;22:00;22:15;6246,59;5928,12;318,46;
01.01.2018;22:15;22:30;6001,07;5695,48;305,59;
01.01.2018;22:30;22:45;5991,82;5715,72;276,1;
01.01.2018;22:45;23:00;5777,95;5474,87;303,08;
01.01.2018;23:00;23:15;5504,98;5205,75;299,22;
01.01.2018;23:15;23:30;5443,53;5157,79;285,73;
01.01.2018;23:30;23:45;5432,44;5158,1;274,34;
01.01.2018;23:45;00:00;5372,1;5128,42;243,68;
02.01.2018;00:00;00:15;5203,56;4954,15;249,4;
02.01.2018;00:15;00:30;5028,03;4770,41;257,62;
02.01.2018;00:30;00:45;4680,94;4421,2;259,73;
02.01.2018;00:45;01:00;4509,31;4259,66;249,65;
02.01.2018;01:00;01:15;4382,36;4134,77;247,58;
02.01.2018;01:15;01:30;4240,04;4017,85;222,19;
02.01.2018;01:30;01:45;4100;3886,37;213,63;,
02.01.2018;01:45;02:00;3903,24;3711,83;191,41;
02.01.2018;02:00;02:15;3773,72;3600,95;172,76;
02.01.2018;02:15;02:30;3443,31;3284,88;158,43;
02.01.2018;02:30;02:45;3460,04;3302,8;157,24;
02.01.2018;02:45;03:00;3481,48;3326,22;155,27;
02.01.2018;03:00;03:15;3323,62;3193,61;130,01;
02.01.2018;03:15;03:30;3315,25;3186,86;128,39;
02.01.2018;03:30;03:45;3377,37;3257,8;119,58;
02.01.2018;03:45;04:00;3293,2;3185,54;107,66;
02.01.2018;04:00;04:15;3480,83;3376,41;104,42;
02.01.2018;04:15;04:30;3693,16;3603,26;89,9;
02.01.2018;04:30;04:45;3959,01;3863,43;95,58;
02.01.2018;04:45;05:00;4037,82;3940,78;97,04;
02.01.2018;05:00;05:15;4076,89;3986,1;90,79;
02.01.2018;05:15;05:30;4200,06;4104,3;95,76;
02.01.2018;05:30;05:45;4297,36;4206,21;91,15;
02.01.2018;05:45;06:00;4472,21;4386;86,21;,
02.01.2018;06:00;06:15;4598,5;4521,23;77,27;
02.01.2018;06:15;06:30;4707,59;4633,65;73,94;
02.01.2018;06:30;06:45;4735,24;4657,29;77,96;
02.01.2018;06:45;07:00;4675,5;4601,38;74,12;
02.01.2018;07:00;07:15;4744,73;4674,53;70,2;
02.01.2018;07:15;07:30;4741,58;4681,84;59,74;
02.01.2018;07:30;07:45;4881,34;4827,1;54,24;
02.01.2018;07:45;08:00;4871,54;4816,64;54,9;
02.01.2018;08:00;08:15;4812,05;4751,66;60,39;
02.01.2018;08:15;08:30;4749,3;4685,62;63,67;
02.01.2018;08:30;08:45;4717,8;4658,74;59,07;
02.01.2018;08:45;09:00;4659,36;4597,76;61,6;
02.01.2018;09:00;09:15;4663,09;4608,09;55,01;
02.01.2018;09:15;09:30;4597,94;4546,23;51,71;
02.01.2018;09:30;09:45;4516,46;4465,73;50,73;
02.01.2018;09:45;10:00;4503,14;4450,24;52,9;
02.01.2018;10:00;10:15;4478,36;4422,68;55,69;
02.01.2018;10:15;10:30;4320,39;4252,11;68,29;
02.01.2018;10:30;10:45;4150,39;4067,32;83,08;
02.01.2018;10:45;11:00;3988,19;3894,23;93,97;
02.01.2018;11:00;11:15;4070,49;3968,27;102,22;
02.01.2018;11:15;11:30;4204,01;4103,28;100,73;
02.01.2018;11:30;11:45;4262,52;4155,06;107,46;
02.01.2018;11:45;12:00;4281,78;4166,95;114,84;
02.01.2018;12:00;12:15;4355,11;4235,74;119,37;
02.01.2018;12:15;12:30;4437,81;4338,89;98,92;
02.01.2018;12:30;12:45;4536,16;4439,01;97,15;
02.01.2018;12:45;13:00;4686,46;4588,6;97,86;
02.01.2018;13:00;13:15;4699,87;4602,63;97,24;
02.01.2018;13:15;13:30;4549,13;4428,3;120,83;
02.01.2018;13:30;13:45;4477,38;4376,75;100,63;
02.01.2018;13:45;14:00;4540,25;4436,6;103,65;
02.01.2018;14:00;14:15;4448,41;4342,18;106,23;
02.01.2018;14:15;14:30;4324,94;4216,73;108,21;
02.01.2018;14:30;14:45;4280,85;4183,44;97,41;
02.01.2018;14:45;15:00;4211,01;4097,19;113,82;
02.01.2018;15:00;15:15;4097,45;3973,91;123,54;
02.01.2018;15:15;15:30;4040,66;3905,69;134,98;
02.01.2018;15:30;15:45;3943,82;3818,25;125,56;
02.01.2018;15:45;16:00;3927,94;3804;123,94;,
02.01.2018;16:00;16:15;3865,81;3750,58;115,23;
02.01.2018;16:15;16:30;3971,4;3828,25;143,15;
02.01.2018;16:30;16:45;4058,05;3888,06;169,99;
02.01.2018;16:45;17:00;4163,31;3990,73;172,58;
02.01.2018;17:00;17:15;4137,46;3984,75;152,71;
02.01.2018;17:15;17:30;4077,47;3922,86;154,61;
02.01.2018;17:30;17:45;4142,49;4004,72;137,77;
02.01.2018;17:45;18:00;4233,77;4130,51;103,26;
02.01.2018;18:00;18:15;4298,08;4194,02;104,06;
02.01.2018;18:15;18:30;4370,02;4254,98;115,04;
02.01.2018;18:30;18:45;4390,38;4263,01;127,37;
02.01.2018;18:45;19:00;4517,65;4351,93;165,71;
02.01.2018;19:00;19:15;4725,69;4557,08;168,61;
02.01.2018;19:15;19:30;4950,6;4748,43;202,16;
02.01.2018;19:30;19:45;5004,15;4804,79;199,36;
02.01.2018;19:45;20:00;4943,64;4748,97;194,67;
02.01.2018;20:00;20:15;4984,78;4787,45;197,33;
02.01.2018;20:15;20:30;4757,53;4546,38;211,15;
02.01.2018;20:30;20:45;4777,56;4590,03;187,54;
02.01.2018;20:45;21:00;4768,75;4607,63;161,12;
