Jahr,installierte Leistung [MW],mittlere Einspeisung [MW],Anbieteranzahl,mse_AM_J,mse_K_J,mse_BTU_J,mae_AM_J,mae_K_J,mae_BTU_J,me_AM_J,me_K_J,me_BTU_J,me_A1_J,me_A2_J,me_A3_J,me_A4_J,me_A5_J,me_A6_J,me_A7_J,mae_A1_J,mae_A2_J,mae_A3_J,mae_A4_J,mae_A5_J,mae_A6_J,mae_A7_J,mse_A1_J,mse_A2_J,mse_A3_J,mse_A4_J,mse_A5_J,mse_A6_J,mse_A7_J
2011,4961.0,#NV,#NV,1716444.0,2052477.0,1296667.0,520.0,677.0,674.0,450.0,530.0,-112.0,407.0,284.0,529.0,528.0,285.0,526.0,375.0,480.0,378.0,674.0,707.0,436.0,721.0,450.0,1684174.0,1540577.0,2171073.0,2423285.0,1592860.0,2390874.0,1673568.0
