Jahr,mse_A1_J/JMW,mse_A2_J/JMW,mse_A3_J/JMW,mse_A4_J/JMW,mse_A5_J/JMW,mse_A6_J/JMW,mse_A7_J/JMW
2011,339.0,311.0,438.0,488.0,321.0,482.0,337.0
