Jahr,mse_A1_J,mse_A2_J,mse_A3_J,mse_A4_J,mse_A5_J,mse_A6_J,mse_A7_J,MW_J,JMW
2011,1684174.0,1540577.0,2171073.0,2423285.0,1592860.0,2390874.0,1673568.0,4961.0,#NV
