Jahr,me_HR_J,me_K_J,me_A1_J,me_A2_J,me_A3_J,me_A4_J,me_A5_J,me_A6_J,me_A7_J,sd_HR_J,sd_K_J,sd_A1_J,sd_A2_J,sd_A3_J,sd_A4_J,sd_A5_J,sd_A6_J,sd_A7_J
2011,1978.0,2225.0,2102.0,1979.0,2224.0,2223.0,1980.0,2221.0,2070.0,1913.0,2028.0,1950.0,1920.0,2056.0,2115.0,1936.0,2112.0,1950.0
