0,1,2,3,4,5,6,7
1544.2138929906653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548.2723213810327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560.2634493911721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584.4116241369632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595.4467216970213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590.7835404549426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576.6531855753483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571.5295582524554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565.009894381073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563.3782580111233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565.9251684694227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571.9066249182538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588.9247389548646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594.21149434143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573.059403086677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565.1806324909862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554.7614943414299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540.9078821741296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539.1261964960559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548.3751191830015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545.8075019459925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544.449073555625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542.3514182958024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538.6298720347124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534.0820266608214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531.4642826811003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535.4815830613284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532.599010184269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549.888253482531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558.8347993457414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569.456155492763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584.1854330593028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584.2585002329404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576.3176890795817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580.4699070770469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581.1245331860455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568.4227587880735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562.238918483891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563.9545712088593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565.4397016265316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547.8919008513174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540.921205813671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527.944384871029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528.8829146555663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528.2847524248946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531.7940680142483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534.5204304984054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525.2398221333865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523.669353185351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525.9888081916881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529.058136455313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529.5114317658326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525.7903291042355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518.8431174439063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514.527211233513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.2017993196982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499.8117486226133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518.1252467214726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539.107756227176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546.6037004603827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545.8600375959973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550.3161212461873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541.456488800053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544.0515294054667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561.0341022825262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573.191809331794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575.9610108527065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569.4587294838852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555.304293488955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542.8288432557251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527.7820673892159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512.540336179257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512.3964832008035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518.625570653275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507.118228199096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492.2334850628795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488.5313304367705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489.3355763176323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488.470747420294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487.6377309437414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487.268592794185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483.9760706142104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481.3124457726385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480.9564254938045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483.234182147797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481.9341187764408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490.3188462796093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.1472945350163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515.123466905105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531.2452666516194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535.9434288822913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534.6157160312168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538.0499365635362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534.2427122289355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525.1070341554248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519.8811152707606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520.7591887815338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527.235994865184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531.6628643201902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543.3091254101776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548.383016411445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549.3396070324843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548.6809251566922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554.0361849792523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562.9030417599874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580.688656462142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592.6884663480737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584.5008237625223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570.5632445483272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556.9143852327377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558.5844105812803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559.1695183125858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561.715779402573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564.5720531668317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558.4689479703804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560.6452470831814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550.421799681407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549.5622939779848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534.8376425204438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523.6971482238657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520.801140619303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511.274841506502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515.1310518994044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518.216223002066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509.4402407460457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504.1467679957289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499.8321925838152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496.1257920768442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490.7228769944616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486.7430290857162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485.5740810502282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473.0333332682258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462.3496830781116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463.3391634329912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464.0084916966161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466.224778135146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472.4013941047276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494.0732368801037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511.5473398860472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521.4872145322963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1518.7980510341974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522.992727840281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515.2208702059133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522.3520082281484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536.2301208540953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542.809034599603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549.3723347570185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559.5544037811576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576.9970527038445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591.7333988966438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606.1021888799187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620.553492282584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641.692655780683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639.343986579162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649.0980978899365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640.1157362434965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637.2630957630897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651.9248194639767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663.8380131994722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682.1342899225076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707.23524049285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717.5212354231414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728.7567867539399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734.7359375777673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739.1028577298587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750.0384090606572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764.1210398255698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763.6164903771028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763.2828378431168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766.987273838047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770.005159419472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774.0106703618821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
