"Datum;""Von"";""bis"";""MW"";""Onshore MW"";""Offshore MW"";",
01.01.2012;00:00;00:15;1730,92;0;0;
01.01.2012;00:15;00:30;1740,47;0;0;
01.01.2012;00:30;00:45;1749,48;0;0;
01.01.2012;00:45;01:00;1759,03;0;0;
01.01.2012;01:00;01:15;1766,74;0;0;
01.01.2012;01:15;01:30;1784,69;0;0;
01.01.2012;01:30;01:45;1802,1;0;0;
01.01.2012;01:45;02:00;1820,38;0;0;
01.01.2012;02:00;02:15;1839,42;0;0;
01.01.2012;02:15;02:30;1862,5;0;0;
01.01.2012;02:30;02:45;1885,47;0;0;
01.01.2012;02:45;03:00;1908,76;0;0;
01.01.2012;03:00;03:15;1933,82;0;0;
01.01.2012;03:15;03:30;1961,93;0;0;
01.01.2012;03:30;03:45;1989,27;0;0;
01.01.2012;03:45;04:00;2017,38;0;0;
01.01.2012;04:00;04:15;2048,45;0;0;
01.01.2012;04:15;04:30;2091,41;0;0;
01.01.2012;04:30;04:45;2133,82;0;0;
01.01.2012;04:45;05:00;2176,77;0;0;
01.01.2012;05:00;05:15;2220,09;0;0;
01.01.2012;05:15;05:30;2276,48;0;0;
01.01.2012;05:30;05:45;2331,9;0;0;
01.01.2012;05:45;06:00;2388,3;0;0;
01.01.2012;06:00;06:15;2447,67;0;0;
01.01.2012;06:15;06:30;2522,95;0;0;
01.01.2012;06:30;06:45;2597,25;0;0;
01.01.2012;06:45;07:00;2671,99;0;0;
01.01.2012;07:00;07:15;2746,77;0;0;
01.01.2012;07:15;07:30;2841,38;0;0;
01.01.2012;07:30;07:45;2935,99;0;0;
01.01.2012;07:45;08:00;3031,26;0;0;
01.01.2012;08:00;08:15;3124,19;0;0;
01.01.2012;08:15;08:30;3223,44;0;0;
01.01.2012;08:30;08:45;3323,34;0;0;
01.01.2012;08:45;09:00;3422,59;0;0;
01.01.2012;09:00;09:15;3526,98;0;0;
01.01.2012;09:15;09:30;3635,28;0;0;
01.01.2012;09:30;09:45;3743,26;0;0;
01.01.2012;09:45;10:00;3851,35;0;0;
01.01.2012;10:00;10:15;3957,24;0;0;
01.01.2012;10:15;10:30;4047,87;0;0;
01.01.2012;10:30;10:45;4138,06;0;0;
01.01.2012;10:45;11:00;4228,69;0;0;
01.01.2012;11:00;11:15;4317,77;0;0;
01.01.2012;11:15;11:30;4397,38;0;0;
01.01.2012;11:30;11:45;4476,87;0;0;
01.01.2012;11:45;12:00;4556,26;0;0;
01.01.2012;12:00;12:15;4631,37;0;0;
01.01.2012;12:15;12:30;4689,16;0;0;
01.01.2012;12:30;12:45;4746,72;0;0;
01.01.2012;12:45;13:00;4803,96;0;0;
01.01.2012;13:00;13:15;4851,6;0;0;
01.01.2012;13:15;13:30;4868,72;0;0;
01.01.2012;13:30;13:45;4886,6;0;0;
01.01.2012;13:45;14:00;4904,04;0;0;
01.01.2012;14:00;14:15;4917,9;0;0;
01.01.2012;14:15;14:30;4904,51;0;0;
01.01.2012;14:30;14:45;4891,01;0;0;
01.01.2012;14:45;15:00;4878,06;0;0;
01.01.2012;15:00;15:15;4855,49;0;0;
01.01.2012;15:15;15:30;4815,81;0;0;
01.01.2012;15:30;15:45;4775,58;0;0;
01.01.2012;15:45;16:00;4735,57;0;0;
01.01.2012;16:00;16:15;4697,45;0;0;
01.01.2012;16:15;16:30;4647,45;0;0;
01.01.2012;16:30;16:45;4598,32;0;0;
01.01.2012;16:45;17:00;4548,32;0;0;
01.01.2012;17:00;17:15;4505,67;0;0;
01.01.2012;17:15;17:30;4448,85;0;0;
01.01.2012;17:30;17:45;4392,36;0;0;
01.01.2012;17:45;18:00;4335,87;0;0;
01.01.2012;18:00;18:15;4284,79;0;0;
01.01.2012;18:15;18:30;4235,79;0;0;
01.01.2012;18:30;18:45;4186,67;0;0;
01.01.2012;18:45;19:00;4137,99;0;0;
01.01.2012;19:00;19:15;4096,67;0;0;
01.01.2012;19:15;19:30;4076,39;0;0;
01.01.2012;19:30;19:45;4056,33;0;0;
01.01.2012;19:45;20:00;4036,04;0;0;
01.01.2012;20:00;20:15;4017,02;0;0;
01.01.2012;20:15;20:30;3997,13;0;0;
01.01.2012;20:30;20:45;3977,68;0;0;
01.01.2012;20:45;21:00;3958,22;0;0;
01.01.2012;21:00;21:15;3940,47;0;0;
