"Datum;""Von"";""bis"";""MW"";""Onshore MW"";""Offshore MW"";",
06.01.2013;04:15;04:30;1692,08;0;0;
06.01.2013;04:30;04:45;1743,12;0;0;
06.01.2013;04:45;05:00;1793,38;0;0;
06.01.2013;05:00;05:15;1847;0;0;,
06.01.2013;05:15;05:30;1905,91;0;0;
06.01.2013;05:30;05:45;1964;0;0;,
06.01.2013;05:45;06:00;2022,61;0;0;
06.01.2013;06:00;06:15;2082,97;0;0;
06.01.2013;06:15;06:30;2137,51;0;0;
06.01.2013;06:30;06:45;2192,05;0;0;
06.01.2013;06:45;07:00;2246,89;0;0;
06.01.2013;07:00;07:15;2306,53;0;0;
06.01.2013;07:15;07:30;2372,24;0;0;
06.01.2013;07:30;07:45;2438,53;0;0;
06.01.2013;07:45;08:00;2505,42;0;0;
06.01.2013;08:00;08:15;2572,68;0;0;
06.01.2013;08:15;08:30;2649,73;0;0;
06.01.2013;08:30;08:45;2726,36;0;0;
06.01.2013;08:45;09:00;2802,68;0;0;
06.01.2013;09:00;09:15;2879,62;0;0;
06.01.2013;09:15;09:30;2964,55;0;0;
06.01.2013;09:30;09:45;3049,68;0;0;
06.01.2013;09:45;10:00;3134,75;0;0;
06.01.2013;10:00;10:15;3219,27;0;0;
06.01.2013;10:15;10:30;3315,93;0;0;
06.01.2013;10:30;10:45;3413,06;0;0;
06.01.2013;10:45;11:00;3510,96;0;0;
06.01.2013;11:00;11:15;3610,72;0;0;
06.01.2013;11:15;11:30;3704,7;0;0;
06.01.2013;11:30;11:45;3799,72;0;0;
06.01.2013;11:45;12:00;3895,31;0;0;
06.01.2013;12:00;12:15;3985,07;0;0;
06.01.2013;12:15;12:30;4041,41;0;0;
06.01.2013;12:30;12:45;4098,37;0;0;
06.01.2013;12:45;13:00;4155,17;0;0;
06.01.2013;13:00;13:15;4204,51;0;0;
06.01.2013;13:15;13:30;4215,38;0;0;
06.01.2013;13:30;13:45;4226,09;0;0;
06.01.2013;13:45;14:00;4236,34;0;0;
06.01.2013;14:00;14:15;4243,6;0;0;
06.01.2013;14:15;14:30;4241,9;0;0;
06.01.2013;14:30;14:45;4238,86;0;0;
06.01.2013;14:45;15:00;4236,08;0;0;
06.01.2013;15:00;15:15;4230,42;0;0;
06.01.2013;15:15;15:30;4222,07;0;0;
06.01.2013;15:30;15:45;4213,83;0;0;
06.01.2013;15:45;16:00;4205,23;0;0;
06.01.2013;16:00;16:15;4187,47;0;0;
06.01.2013;16:15;16:30;4174,8;0;0;
06.01.2013;16:30;16:45;4162,49;0;0;
06.01.2013;16:45;17:00;4149,51;0;0;
06.01.2013;17:00;17:15;4138,23;0;0;
06.01.2013;17:15;17:30;4116,14;0;0;
06.01.2013;17:30;17:45;4093,22;0;0;
06.01.2013;17:45;18:00;4070,66;0;0;
