"Datum;""Von"";""bis"";""MW"";""Onshore MW"";""Offshore MW"";",,,
01.01.2021;00:00;00:15;1700,01;1478,87;221,14;
01.01.2021;00:15;00:30;1657,85;1423,98;233,87;
01.01.2021;00:30;00:45;1561,62;1266,33;295,28;
01.01.2021;00:45;01:00;1547,86;1252,14;295,72;
01.01.2021;01:00;01:15;1612,32;1339,63;272,69;
01.01.2021;01:15;01:30;1582,72;1311,13;271,59;
01.01.2021;01:30;01:45;1534,24;1267,79;266,45;
01.01.2021;01:45;02:00;1479,08;1221,28;257,8;
01.01.2021;02:00;02:15;1444,31;1211,77;232,55;
01.01.2021;02:15;02:30;1434,35;1228,32;206,03;
01.01.2021;02:30;02:45;1398,87;1212,38;186,49;
01.01.2021;02:45;03:00;1366,57;1175,79;190,78;
01.01.2021;03:00;03:15;1351,85;1167,6;184,25;
01.01.2021;03:15;03:30;1295,9;1114,4;181,51;
01.01.2021;03:30;03:45;1244,49;1049,78;194,71;
01.01.2021;03:45;04:00;1207,32;1004,29;203,03;
01.01.2021;04:00;04:15;1181,74;976,89;204,85;
01.01.2021;04:15;04:30;1130,9;916,88;214,02;
01.01.2021;04:30;04:45;1115,56;909,75;205,81;
01.01.2021;04:45;05:00;1078,89;899,57;179,32;
01.01.2021;05:00;05:15;1052,94;845,54;207,4;
01.01.2021;05:15;05:30;983,42;739,92;243,5;
01.01.2021;05:30;05:45;971,27;696,59;274,68;
01.01.2021;05:45;06:00;950,47;660,06;290,42;
01.01.2021;06:00;06:15;989,96;691,71;298,25;
01.01.2021;06:15;06:30;957,05;653,86;303,2;
01.01.2021;06:30;06:45;974,9;700,28;274,63;
01.01.2021;06:45;07:00;937,14;665,31;271,83;
01.01.2021;07:00;07:15;858,03;592,28;265,76;
01.01.2021;07:15;07:30;851,63;616,34;235,29;
01.01.2021;07:30;07:45;811,81;609,76;202,05;
01.01.2021;07:45;08:00;770,96;610,1;160,86;
01.01.2021;08:00;08:15;750,55;583,6;166,95;
01.01.2021;08:15;08:30;736,66;573,38;163,27;
01.01.2021;08:30;08:45;749,83;602,7;147,13;
01.01.2021;08:45;09:00;730,76;583,82;146,94;
01.01.2021;09:00;09:15;742,06;608,76;133,3;
01.01.2021;09:15;09:30;742,02;609,58;132,44;
01.01.2021;09:30;09:45;690,08;571,23;118,85;
01.01.2021;09:45;10:00;669,38;543,34;126,04;
01.01.2021;10:00;10:15;685,8;566,27;119,54;
01.01.2021;10:15;10:30;694,19;556,11;138,08;
01.01.2021;10:30;10:45;648,85;508,24;140,62;
01.01.2021;10:45;11:00;654,04;507,75;146,29;
01.01.2021;11:00;11:15;660,31;518,56;141,75;
01.01.2021;11:15;11:30;642,68;506,94;135,74;
01.01.2021;11:30;11:45;601,92;455,88;146,05;
01.01.2021;11:45;12:00;593,35;457,97;135,38;
01.01.2021;12:00;12:15;559,59;429,42;130,17;
01.01.2021;12:15;12:30;490,44;372,24;118,2;
01.01.2021;12:30;12:45;446,15;333,84;112,31;
01.01.2021;12:45;13:00;401,74;309,32;92,42;
01.01.2021;13:00;13:15;368,38;274,52;93,85;
01.01.2021;13:15;13:30;350,4;271,03;79,37;
01.01.2021;13:30;13:45;325,08;258,98;66,1;
01.01.2021;13:45;14:00;318,87;256,95;61,92;
01.01.2021;14:00;14:15;302,37;241,78;60,59;
01.01.2021;14:15;14:30;327,49;269,03;58,46;
01.01.2021;14:30;14:45;347,4;285;62,4;,
01.01.2021;14:45;15:00;362,8;305,16;57,64;
01.01.2021;15:00;15:15;440,08;390,97;49,11;
01.01.2021;15:15;15:30;463,3;404,17;59,12;
01.01.2021;15:30;15:45;482,99;414,84;68,15;
01.01.2021;15:45;16:00;508,67;425,1;83,57;
01.01.2021;16:00;16:15;551,56;445,99;105,57;
01.01.2021;16:15;16:30;613,05;479,94;133,12;
01.01.2021;16:30;16:45;689,68;551,07;138,61;
01.01.2021;16:45;17:00;764,62;632,2;132,42;
01.01.2021;17:00;17:15;842,95;713,01;129,94;
01.01.2021;17:15;17:30;909,89;795,09;114,8;
01.01.2021;17:30;17:45;1012,85;887,88;124,97;
01.01.2021;17:45;18:00;1072,87;933,15;139,72;
01.01.2021;18:00;18:15;1123,6;970,82;152,78;
01.01.2021;18:15;18:30;1241,74;1102,07;139,67;
01.01.2021;18:30;18:45;1251,1;1120;131,1;,
01.01.2021;18:45;19:00;1280,84;1138,37;142,47;
01.01.2021;19:00;19:15;1301,01;1151,92;149,09;
01.01.2021;19:15;19:30;1292,96;1149,5;143,46;
01.01.2021;19:30;19:45;1374,29;1228,54;145,75;
01.01.2021;19:45;20:00;1405,55;1240,57;164,98;
01.01.2021;20:00;20:15;1400,14;1242,7;157,43;
01.01.2021;20:15;20:30;1390,19;1228,29;161,9;
01.01.2021;20:30;20:45;1451,64;1286,49;165,15;
01.01.2021;20:45;21:00;1476,01;1320,46;155,55;
01.01.2021;21:00;21:15;1495,41;1352,96;142,46;
01.01.2021;21:15;21:30;1544,2;1381,38;162,82;
01.01.2021;21:30;21:45;1601,57;1414,13;187,45;
01.01.2021;21:45;22:00;1586,2;1373,03;213,17;
01.01.2021;22:00;22:15;1709,67;1512,07;197,6;
01.01.2021;22:15;22:30;1824,6;1621,04;203,56;
01.01.2021;22:30;22:45;1837,83;1672,72;165,11;
01.01.2021;22:45;23:00;1812,6;1691,09;121,51;
01.01.2021;23:00;23:15;1783,73;1636,38;147,34;
01.01.2021;23:15;23:30;1735,58;1599,92;135,66;
01.01.2021;23:30;23:45;1778,43;1661,86;116,57;
01.01.2021;23:45;00:00;1811,22;1716,03;95,18;
02.01.2021;00:00;00:15;1791,88;1685,38;106,5;
02.01.2021;00:15;00:30;1774,5;1661,79;112,71;
02.01.2021;00:30;00:45;1758,8;1644,05;114,75;
02.01.2021;00:45;01:00;1720,26;1625,69;94,57;
02.01.2021;01:00;01:15;1697,43;1609,46;87,97;
02.01.2021;01:15;01:30;1659,11;1586,85;72,26;
02.01.2021;01:30;01:45;1610,17;1552,37;57,8;
02.01.2021;01:45;02:00;1536,29;1475,28;61,01;
02.01.2021;02:00;02:15;1514,32;1436,83;77,5;
02.01.2021;02:15;02:30;1487,28;1419,13;68,15;
02.01.2021;02:30;02:45;1466,88;1377,18;89,71;
02.01.2021;02:45;03:00;1465,45;1387,66;77,8;
02.01.2021;03:00;03:15;1487,81;1420,21;67,6;
02.01.2021;03:15;03:30;1508;1438,35;69,64;,
02.01.2021;03:30;03:45;1498,9;1421,14;77,77;
02.01.2021;03:45;04:00;1466,37;1414,02;52,35;
02.01.2021;04:00;04:15;1472,7;1427,83;44,87;
02.01.2021;04:15;04:30;1464,2;1431,51;32,69;
02.01.2021;04:30;04:45;1422,88;1389,28;33,6;
02.01.2021;04:45;05:00;1392,16;1363,25;28,91;
02.01.2021;05:00;05:15;1274,04;1241,32;32,72;
02.01.2021;05:15;05:30;1239,91;1206,51;33,4;
02.01.2021;05:30;05:45;1200,76;1162,81;37,95;
02.01.2021;05:45;06:00;1154,54;1108,89;45,65;
02.01.2021;06:00;06:15;1134,54;1080,27;54,27;
02.01.2021;06:15;06:30;1108,56;1036,14;72,42;
02.01.2021;06:30;06:45;1031,52;956,31;75,2;
02.01.2021;06:45;07:00;984;938,95;45,05;,
02.01.2021;07:00;07:15;975,16;948,64;26,51;
02.01.2021;07:15;07:30;912,29;866,93;45,35;
02.01.2021;07:30;07:45;917,23;861,95;55,28;
02.01.2021;07:45;08:00;930,18;880,56;49,61;
02.01.2021;08:00;08:15;915,17;868,28;46,89;
02.01.2021;08:15;08:30;869,04;832,72;36,32;
02.01.2021;08:30;08:45;880,04;839,59;40,45;
02.01.2021;08:45;09:00;844,82;808,04;36,77;
02.01.2021;09:00;09:15;792,3;762,56;29,74;
02.01.2021;09:15;09:30;748,57;723,01;25,57;
02.01.2021;09:30;09:45;677,87;641,19;36,68;
02.01.2021;09:45;10:00;611,05;566,81;44,24;
02.01.2021;10:00;10:15;536,98;495,13;41,85;
02.01.2021;10:15;10:30;494,21;441,89;52,32;
02.01.2021;10:30;10:45;392,61;361,44;31,17;
02.01.2021;10:45;11:00;339,03;318,31;20,72;
02.01.2021;11:00;11:15;270,36;243,1;27,26;
02.01.2021;11:15;11:30;210,69;187,48;23,21;
02.01.2021;11:30;11:45;168,15;143,66;24,49;
02.01.2021;11:45;12:00;122,84;94,57;28,28;
02.01.2021;12:00;12:15;93,83;60,3;33,53;
02.01.2021;12:15;12:30;84,73;49,09;35,64;
02.01.2021;12:30;12:45;71,29;25,89;45,41;
02.01.2021;12:45;13:00;66,96;21,8;45,16;
02.01.2021;13:00;13:15;53,89;10,69;43,2;
02.01.2021;13:15;13:30;57,1;24,45;32,65;
02.01.2021;13:30;13:45;58,88;27,58;31,3;
02.01.2021;13:45;14:00;54,31;27,76;26,55;
02.01.2021;14:00;14:15;44,35;25,69;18,66;
02.01.2021;14:15;14:30;49,77;38,95;10,82;
02.01.2021;14:30;14:45;50,88;40,32;10,56;
02.01.2021;14:45;15:00;44,8;29,39;15,41;
02.01.2021;15:00;15:15;68,17;46,3;21,87;
02.01.2021;15:15;15:30;82,89;52;30,89;,
02.01.2021;15:30;15:45;104,76;65,67;39,09;
02.01.2021;15:45;16:00;138,63;95,32;43,31;
02.01.2021;16:00;16:15;201,52;164,46;37,06;
02.01.2021;16:15;16:30;227,09;189,13;37,95;
02.01.2021;16:30;16:45;259,05;219,29;39,76;
02.01.2021;16:45;17:00;280,46;245,08;35,38;
02.01.2021;17:00;17:15;328,8;297,86;30,94;
02.01.2021;17:15;17:30;367,85;334,98;32,87;
02.01.2021;17:30;17:45;413,89;386,31;27,58;
02.01.2021;17:45;18:00;489,43;466,52;22,92;
02.01.2021;18:00;18:15;579,5;560,05;19,45;
02.01.2021;18:15;18:30;634,53;613,3;21,23;
02.01.2021;18:30;18:45;663,62;643,22;20,4;
02.01.2021;18:45;19:00;740,63;716,22;24,41;
02.01.2021;19:00;19:15;808,23;776,16;32,07;
02.01.2021;19:15;19:30;895,83;861,41;34,43;
02.01.2021;19:30;19:45;982,94;970,58;12,37;
02.01.2021;19:45;20:00;1042,43;1032,47;9,96;
02.01.2021;20:00;20:15;1063,18;1048,62;14,56;
02.01.2021;20:15;20:30;1101,01;1086,22;14,79;
02.01.2021;20:30;20:45;1136,42;1124,27;12,15;
02.01.2021;20:45;21:00;1169,53;1159,66;9,87;
02.01.2021;21:00;21:15;1223,17;1211,19;11,98;
02.01.2021;21:15;21:30;1273;1262,67;10,33;,
02.01.2021;21:30;21:45;1372,61;1356,92;15,68;
02.01.2021;21:45;22:00;1421,63;1392,69;28,94;
02.01.2021;22:00;22:15;1487,73;1451,39;36,34;
02.01.2021;22:15;22:30;1542,59;1491,62;50,98;
02.01.2021;22:30;22:45;1590,63;1527,3;63,33;
02.01.2021;22:45;23:00;1666,56;1591,62;74,95;
02.01.2021;23:00;23:15;1776,47;1705,6;70,87;
02.01.2021;23:15;23:30;1900,58;1843,47;57,11;
02.01.2021;23:30;23:45;2041,15;1987,36;53,8;
02.01.2021;23:45;00:00;2170,26;2111,26;59;,
03.01.2021;00:00;00:15;2320,74;2261,25;59,49;
03.01.2021;00:15;00:30;2433,95;2365,2;68,75;
03.01.2021;00:30;00:45;2609,23;2531,37;77,86;
03.01.2021;00:45;01:00;2691,01;2612,8;78,21;
03.01.2021;01:00;01:15;2881,55;2782,53;99,01;
03.01.2021;01:15;01:30;3032,47;2929,93;102,53;
03.01.2021;01:30;01:45;3246,71;3129,38;117,32;
03.01.2021;01:45;02:00;3339,92;3221,08;118,85;
03.01.2021;02:00;02:15;3502,74;3373,76;128,98;
03.01.2021;02:15;02:30;3668,22;3539,08;129,14;
03.01.2021;02:30;02:45;3737,77;3592,57;145,2;
03.01.2021;02:45;03:00;3963,43;3770,75;192,68;
03.01.2021;03:00;03:15;4000,98;3774,02;226,96;
03.01.2021;03:15;03:30;4206,45;3954,53;251,92;
03.01.2021;03:30;03:45;4413,2;4163,84;249,35;
03.01.2021;03:45;04:00;4504,99;4222,05;282,94;
03.01.2021;04:00;04:15;4613,48;4277,1;336,38;
03.01.2021;04:15;04:30;4877,62;4509,33;368,29;
03.01.2021;04:30;04:45;5077,32;4680,33;396,99;
03.01.2021;04:45;05:00;5298,17;4835,01;463,16;
03.01.2021;05:00;05:15;5636,26;5057,98;578,27;
03.01.2021;05:15;05:30;6041,72;5443,43;598,29;
03.01.2021;05:30;05:45;6303,96;5678,93;625,04;
03.01.2021;05:45;06:00;6422,27;5773,16;649,11;
03.01.2021;06:00;06:15;6380,6;5709,84;670,76;
03.01.2021;06:15;06:30;6625,71;5934,15;691,55;
03.01.2021;06:30;06:45;6950,89;6255,94;694,95;
03.01.2021;06:45;07:00;7071,03;6334,39;736,64;
03.01.2021;07:00;07:15;7060,29;6466,79;593,5;
03.01.2021;07:15;07:30;7043,48;6510,03;533,45;
03.01.2021;07:30;07:45;7077,16;6538,76;538,4;
03.01.2021;07:45;08:00;7106,52;6472,4;634,12;
03.01.2021;08:00;08:15;7169,49;6409,81;759,68;
03.01.2021;08:15;08:30;7295,38;6491,81;803,57;
03.01.2021;08:30;08:45;7432,88;6662;770,88;,
03.01.2021;08:45;09:00;7651,06;6996,46;654,6;
03.01.2021;09:00;09:15;7664,6;6942,03;722,57;
03.01.2021;09:15;09:30;7628,84;6927,86;700,98;
03.01.2021;09:30;09:45;7501,25;6734,5;766,75;
03.01.2021;09:45;10:00;7527,05;6654,24;872,8;
03.01.2021;10:00;10:15;7564,98;6668,38;896,6;
03.01.2021;10:15;10:30;7698,71;6812,32;886,39;
03.01.2021;10:30;10:45;7688,69;6786,59;902,1;
03.01.2021;10:45;11:00;7750,04;6860,25;889,78;
03.01.2021;11:00;11:15;7678,09;6798,34;879,75;
03.01.2021;11:15;11:30;7671,06;6835,92;835,13;
03.01.2021;11:30;11:45;7512,18;6662,69;849,5;
03.01.2021;11:45;12:00;7507,7;6664,59;843,1;
