"Datum;""Von"";""bis"";""MW"";""Onshore MW"";""Offshore MW"";"
01.01.2011;00:00;00:15;4755;0;0;
01.01.2011;00:15;00:30;4939;0;0;
01.01.2011;00:30;00:45;4939;0;0;
01.01.2011;00:45;01:00;4998;0;0;
01.01.2011;01:00;01:15;5184;0;0;
01.01.2011;01:15;01:30;5341;0;0;
01.01.2011;01:30;01:45;5438;0;0;
01.01.2011;01:45;02:00;5509;0;0;
01.01.2011;02:00;02:15;5638;0;0;
01.01.2011;02:15;02:30;5582;0;0;
01.01.2011;02:30;02:45;5792;0;0;
01.01.2011;02:45;03:00;5962;0;0;
01.01.2011;03:00;03:15;6009;0;0;
01.01.2011;03:15;03:30;6025;0;0;
01.01.2011;03:30;03:45;6075;0;0;
01.01.2011;03:45;04:00;6231;0;0;
01.01.2011;04:00;04:15;6399;0;0;
01.01.2011;04:15;04:30;6346;0;0;
01.01.2011;04:30;04:45;6452;0;0;
01.01.2011;04:45;05:00;6449;0;0;
01.01.2011;05:00;05:15;6478;0;0;
01.01.2011;05:15;05:30;6438;0;0;
01.01.2011;05:30;05:45;6456;0;0;
01.01.2011;05:45;06:00;6481;0;0;
01.01.2011;06:00;06:15;6447;0;0;
01.01.2011;06:15;06:30;6276;0;0;
01.01.2011;06:30;06:45;6362;0;0;
01.01.2011;06:45;07:00;6447;0;0;
01.01.2011;07:00;07:15;6517;0;0;
01.01.2011;07:15;07:30;6483;0;0;
01.01.2011;07:30;07:45;6615;0;0;
01.01.2011;07:45;08:00;6694;0;0;
01.01.2011;08:00;08:15;6719;0;0;
01.01.2011;08:15;08:30;6790;0;0;
01.01.2011;08:30;08:45;6739;0;0;
01.01.2011;08:45;09:00;6659;0;0;
01.01.2011;09:00;09:15;6739;0;0;
01.01.2011;09:15;09:30;6774;0;0;
01.01.2011;09:30;09:45;6743;0;0;
01.01.2011;09:45;10:00;6805;0;0;
01.01.2011;10:00;10:15;6782;0;0;
01.01.2011;10:15;10:30;6640;0;0;
01.01.2011;10:30;10:45;6649;0;0;
01.01.2011;10:45;11:00;6697;0;0;
01.01.2011;11:00;11:15;6600;0;0;
01.01.2011;11:15;11:30;6584;0;0;
01.01.2011;11:30;11:45;6351;0;0;
01.01.2011;11:45;12:00;6288;0;0;
01.01.2011;12:00;12:15;6204;0;0;
01.01.2011;12:15;12:30;6243;0;0;
01.01.2011;12:30;12:45;6199;0;0;
01.01.2011;12:45;13:00;6226;0;0;
01.01.2011;13:00;13:15;6189;0;0;
01.01.2011;13:15;13:30;6215;0;0;
01.01.2011;13:30;13:45;6219;0;0;
01.01.2011;13:45;14:00;6023;0;0;
01.01.2011;14:00;14:15;5966;0;0;
01.01.2011;14:15;14:30;5738;0;0;
01.01.2011;14:30;14:45;5469;0;0;
01.01.2011;14:45;15:00;5406;0;0;
01.01.2011;15:00;15:15;5343;0;0;
01.01.2011;15:15;15:30;5178;0;0;
01.01.2011;15:30;15:45;5009;0;0;
01.01.2011;15:45;16:00;4936;0;0;
01.01.2011;16:00;16:15;4825;0;0;
01.01.2011;16:15;16:30;4706;0;0;
01.01.2011;16:30;16:45;4586;0;0;
01.01.2011;16:45;17:00;4485;0;0;
01.01.2011;17:00;17:15;4424;0;0;
01.01.2011;17:15;17:30;4259;0;0;
01.01.2011;17:30;17:45;4199;0;0;
01.01.2011;17:45;18:00;4156;0;0;
01.01.2011;18:00;18:15;4230;0;0;
01.01.2011;18:15;18:30;4201;0;0;
01.01.2011;18:30;18:45;4188;0;0;
01.01.2011;18:45;19:00;4110;0;0;
01.01.2011;19:00;19:15;3940;0;0;
01.01.2011;19:15;19:30;3956;0;0;
01.01.2011;19:30;19:45;4023;0;0;
01.01.2011;19:45;20:00;3917;0;0;
01.01.2011;20:00;20:15;3817;0;0;
01.01.2011;20:15;20:30;3977;0;0;
01.01.2011;20:30;20:45;3933;0;0;
01.01.2011;20:45;21:00;3890;0;0;
01.01.2011;21:00;21:15;3951;0;0;
01.01.2011;21:15;21:30;3816;0;0;
01.01.2011;21:30;21:45;3796;0;0;
01.01.2011;21:45;22:00;3623;0;0;
01.01.2011;22:00;22:15;3486;0;0;
01.01.2011;22:15;22:30;3598;0;0;
01.01.2011;22:30;22:45;3614;0;0;
01.01.2011;22:45;23:00;3639;0;0;
01.01.2011;23:00;23:15;3484;0;0;
01.01.2011;23:15;23:30;3576;0;0;
01.01.2011;23:30;23:45;3529;0;0;
01.01.2011;23:45;00:00;3416;0;0;
02.01.2011;00:00;00:15;3486;0;0;
02.01.2011;00:15;00:30;3416;0;0;
02.01.2011;00:30;00:45;3407;0;0;
02.01.2011;00:45;01:00;3328;0;0;
02.01.2011;01:00;01:15;3145;0;0;
02.01.2011;01:15;01:30;3173;0;0;
02.01.2011;01:30;01:45;3099;0;0;
02.01.2011;01:45;02:00;3178;0;0;
02.01.2011;02:00;02:15;3231;0;0;
02.01.2011;02:15;02:30;3107;0;0;
02.01.2011;02:30;02:45;3215;0;0;
02.01.2011;02:45;03:00;3146;0;0;
02.01.2011;03:00;03:15;3032;0;0;
02.01.2011;03:15;03:30;2901;0;0;
02.01.2011;03:30;03:45;2979;0;0;
02.01.2011;03:45;04:00;2871;0;0;
02.01.2011;04:00;04:15;2840;0;0;
02.01.2011;04:15;04:30;2811;0;0;
02.01.2011;04:30;04:45;2864;0;0;
02.01.2011;04:45;05:00;2774;0;0;
02.01.2011;05:00;05:15;2776;0;0;
02.01.2011;05:15;05:30;2685;0;0;
02.01.2011;05:30;05:45;2572;0;0;
02.01.2011;05:45;06:00;2616;0;0;
02.01.2011;06:00;06:15;2522;0;0;
02.01.2011;06:15;06:30;2513;0;0;
02.01.2011;06:30;06:45;2548;0;0;
02.01.2011;06:45;07:00;2533;0;0;
02.01.2011;07:00;07:15;2426;0;0;
02.01.2011;07:15;07:30;2472;0;0;
02.01.2011;07:30;07:45;2535;0;0;
02.01.2011;07:45;08:00;2480;0;0;
02.01.2011;08:00;08:15;2423;0;0;
02.01.2011;08:15;08:30;2270;0;0;
02.01.2011;08:30;08:45;2154;0;0;
02.01.2011;08:45;09:00;2205;0;0;
02.01.2011;09:00;09:15;2242;0;0;
02.01.2011;09:15;09:30;2209;0;0;
02.01.2011;09:30;09:45;2182;0;0;
02.01.2011;09:45;10:00;2257;0;0;
02.01.2011;10:00;10:15;2319;0;0;
02.01.2011;10:15;10:30;2381;0;0;
02.01.2011;10:30;10:45;2440;0;0;
02.01.2011;10:45;11:00;2256;0;0;
02.01.2011;11:00;11:15;2135;0;0;
02.01.2011;11:15;11:30;2189;0;0;
02.01.2011;11:30;11:45;2276;0;0;
02.01.2011;11:45;12:00;2258;0;0;
02.01.2011;12:00;12:15;2261;0;0;
02.01.2011;12:15;12:30;2130;0;0;
02.01.2011;12:30;12:45;2212;0;0;
02.01.2011;12:45;13:00;2298;0;0;
02.01.2011;13:00;13:15;2291;0;0;
02.01.2011;13:15;13:30;2265;0;0;
02.01.2011;13:30;13:45;2203;0;0;
02.01.2011;13:45;14:00;2125;0;0;
02.01.2011;14:00;14:15;1929;0;0;
02.01.2011;14:15;14:30;1892;0;0;
02.01.2011;14:30;14:45;2031;0;0;
02.01.2011;14:45;15:00;2016;0;0;
02.01.2011;15:00;15:15;1965;0;0;
02.01.2011;15:15;15:30;1878;0;0;
02.01.2011;15:30;15:45;1751;0;0;
02.01.2011;15:45;16:00;1761;0;0;
02.01.2011;16:00;16:15;1751;0;0;
02.01.2011;16:15;16:30;1732;0;0;
02.01.2011;16:30;16:45;1640;0;0;
02.01.2011;16:45;17:00;1752;0;0;
02.01.2011;17:00;17:15;1924;0;0;
02.01.2011;17:15;17:30;1785;0;0;
02.01.2011;17:30;17:45;1766;0;0;
02.01.2011;17:45;18:00;1876;0;0;
02.01.2011;18:00;18:15;1929;0;0;
02.01.2011;18:15;18:30;1864;0;0;
02.01.2011;18:30;18:45;1745;0;0;
02.01.2011;18:45;19:00;1688;0;0;
02.01.2011;19:00;19:15;1730;0;0;
02.01.2011;19:15;19:30;1700;0;0;
02.01.2011;19:30;19:45;1639;0;0;
02.01.2011;19:45;20:00;1618;0;0;
02.01.2011;20:00;20:15;1703;0;0;
02.01.2011;20:15;20:30;1664;0;0;
02.01.2011;20:30;20:45;1603;0;0;
02.01.2011;20:45;21:00;1459;0;0;
02.01.2011;21:00;21:15;1463;0;0;
02.01.2011;21:15;21:30;1383;0;0;
02.01.2011;21:30;21:45;1322;0;0;
02.01.2011;21:45;22:00;1415;0;0;
02.01.2011;22:00;22:15;1329;0;0;
02.01.2011;22:15;22:30;1281;0;0;
02.01.2011;22:30;22:45;1237;0;0;
02.01.2011;22:45;23:00;1253;0;0;
02.01.2011;23:00;23:15;1200;0;0;
02.01.2011;23:15;23:30;1297;0;0;
02.01.2011;23:30;23:45;1256;0;0;
02.01.2011;23:45;00:00;1190;0;0;
03.01.2011;00:00;00:15;1167;0;0;
03.01.2011;00:15;00:30;1156;0;0;
03.01.2011;00:30;00:45;1135;0;0;
03.01.2011;00:45;01:00;1109;0;0;
03.01.2011;01:00;01:15;1061;0;0;
03.01.2011;01:15;01:30;1097;0;0;
03.01.2011;01:30;01:45;1061;0;0;
03.01.2011;01:45;02:00;1037;0;0;
03.01.2011;02:00;02:15;945;0;0;
03.01.2011;02:15;02:30;936;0;0;
03.01.2011;02:30;02:45;908;0;0;
03.01.2011;02:45;03:00;885;0;0;
03.01.2011;03:00;03:15;847;0;0;
03.01.2011;03:15;03:30;849;0;0;
03.01.2011;03:30;03:45;836;0;0;
03.01.2011;03:45;04:00;848;0;0;
03.01.2011;04:00;04:15;875;0;0;
03.01.2011;04:15;04:30;890;0;0;
03.01.2011;04:30;04:45;953;0;0;
03.01.2011;04:45;05:00;983;0;0;
03.01.2011;05:00;05:15;963;0;0;
03.01.2011;05:15;05:30;997;0;0;
03.01.2011;05:30;05:45;974;0;0;
03.01.2011;05:45;06:00;994;0;0;
03.01.2011;06:00;06:15;935;0;0;
03.01.2011;06:15;06:30;888;0;0;
03.01.2011;06:30;06:45;870;0;0;
03.01.2011;06:45;07:00;853;0;0;
03.01.2011;07:00;07:15;824;0;0;
03.01.2011;07:15;07:30;824;0;0;
03.01.2011;07:30;07:45;850;0;0;
03.01.2011;07:45;08:00;922;0;0;
03.01.2011;08:00;08:15;895;0;0;
03.01.2011;08:15;08:30;893;0;0;
03.01.2011;08:30;08:45;855;0;0;
03.01.2011;08:45;09:00;811;0;0;
03.01.2011;09:00;09:15;807;0;0;
03.01.2011;09:15;09:30;800;0;0;
03.01.2011;09:30;09:45;787;0;0;
03.01.2011;09:45;10:00;765;0;0;
03.01.2011;10:00;10:15;725;0;0;
03.01.2011;10:15;10:30;676;0;0;
03.01.2011;10:30;10:45;707;0;0;
03.01.2011;10:45;11:00;748;0;0;
03.01.2011;11:00;11:15;776;0;0;
03.01.2011;11:15;11:30;745;0;0;
03.01.2011;11:30;11:45;727;0;0;
03.01.2011;11:45;12:00;758;0;0;
03.01.2011;12:00;12:15;691;0;0;
03.01.2011;12:15;12:30;686;0;0;
