"Datum;""Von"";""bis"";""MW"";""Onshore MW"";""Offshore MW"";",,,
01.01.2017;00:00;00:15;5440,86;5108,86;332;,
01.01.2017;00:15;00:30;5461,82;5129,82;332;,
01.01.2017;00:30;00:45;5523,41;5191,43;331,98;
01.01.2017;00:45;01:00;5544,19;5212,19;332;,
01.01.2017;01:00;01:15;5578,92;5246,92;332;,
01.01.2017;01:15;01:30;5590,12;5258,23;331,89;
01.01.2017;01:30;01:45;5654,43;5322,43;332;,
01.01.2017;01:45;02:00;5578,96;5247,17;331,79;
01.01.2017;02:00;02:15;5575,34;5243,45;331,89;
01.01.2017;02:15;02:30;5507,01;5175,12;331,89;
01.01.2017;02:30;02:45;5361,41;5029,41;332;,
01.01.2017;02:45;03:00;5267,85;4935,99;331,85;
01.01.2017;03:00;03:15;5197,03;4865,25;331,79;
01.01.2017;03:15;03:30;5173,66;4841,7;331,96;
01.01.2017;03:30;03:45;5130,96;4799,72;331,24;
01.01.2017;03:45;04:00;5119,43;4789,64;329,8;
01.01.2017;04:00;04:15;5165,86;4835,51;330,35;
01.01.2017;04:15;04:30;5114,27;4782,4;331,86;
01.01.2017;04:30;04:45;5056,2;4724,54;331,66;
01.01.2017;04:45;05:00;5073,66;4741,91;331,75;
01.01.2017;05:00;05:15;5093,85;4762,13;331,72;
01.01.2017;05:15;05:30;5134,65;4802,92;331,73;
01.01.2017;05:30;05:45;5173,27;4841,41;331,86;
01.01.2017;05:45;06:00;5266,7;4934,94;331,76;
01.01.2017;06:00;06:15;5399,6;5067,85;331,75;
01.01.2017;06:15;06:30;5450,02;5118,08;331,94;
01.01.2017;06:30;06:45;5500,88;5169,04;331,84;
01.01.2017;06:45;07:00;5647,67;5315,69;331,98;
01.01.2017;07:00;07:15;5732,41;5400,92;331,49;
01.01.2017;07:15;07:30;5821,09;5492,64;328,45;
01.01.2017;07:30;07:45;6075,07;5746,29;328,78;
01.01.2017;07:45;08:00;6213,97;5885,51;328,47;
01.01.2017;08:00;08:15;6217,96;5889,27;328,69;
01.01.2017;08:15;08:30;6346,29;6017,47;328,81;
01.01.2017;08:30;08:45;6411,89;6083,24;328,65;
01.01.2017;08:45;09:00;6490,02;6161,37;328,65;
01.01.2017;09:00;09:15;6472,39;6144,06;328,33;
01.01.2017;09:15;09:30;6428,19;6099,93;328,26;
01.01.2017;09:30;09:45;6313,56;5985,57;327,99;
01.01.2017;09:45;10:00;6165,33;5837,05;328,28;
